"Google Mobile Украина, язык интерфейса: українська"
"Ключевое слово",URL,Частотность,Динамика,2025-09-16,2025-09-23,2025-09-25,2025-09-30,2025-10-07,2025-10-14,2025-10-21,2025-10-28,2025-11-03,2025-11-04,2025-11-05,2025-11-11,2025-11-28,2026-01-06,2026-01-20,2026-02-13,2026-03-03
"картридж фільтр для води",https://avrora.ua/kartridzh-dlya-filtra-prirodnoi-vodi-zi-spinenogo-polipropilenu-ecosoft-standard-5-mkm-1-sht/,10,0,"Нет данных","Нет данных",-,40,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтр на воду",https://avrora.ua/filtri-dlya-vodi/,20,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,54,75,64,-,48
"фільтри для очищення води",,480,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтр води",https://avrora.ua/filtri-dlya-vodi/,590,0,"Нет данных","Нет данных",51,74,-,-,-,61,72,60,"Нет данных",70,75,-,-,-,44
"проточні фільтри для води",,480,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтр для очищення води",https://avrora.ua/avtohimiya-ta-doglyad-za-avto-uk/,480,0,"Нет данных","Нет данных",-,-,-,-,-,52,60,58,"Нет данных",-,-,53,-,-,-
"картриджні фільтри для води",https://avrora.ua/filtri-dlya-vodi/,390,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,62
"картридж для фільтра",https://avrora.ua/kartridzh-dlya-filtra-protochnoi-vodi-z-polipropilenovoyu-nitkoyu-santan-professional-10-d58-mm-10-mkm/,390,0,"Нет данных","Нет данных",-,-,22,20,13,90,-,-,"Нет данных",-,-,-,-,-,-
"картриджі для фільтрів води",,260,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"картріджі для фільтрів води",,260,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтр для води від заліза",,260,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"проточний фільтр для води",,260,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтр для води картридж",https://avrora.ua/filtri-dlya-vodi/,260,0,"Нет данных","Нет данных",-,72,-,-,-,-,-,-,"Нет данных",-,-,65,64,-,-
"фільтр для води купити",https://avrora.ua/filtri-dlya-vodi/,210,0,"Нет данных","Нет данных",-,46,53,-,50,43,44,52,"Нет данных",52,-,31,36,40,33
"фільтр пом якшення води",,210,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"колби для фільтрів води",,210,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"змінний фільтр для води",https://avrora.ua/filtri-dlya-vodi/,170,0,"Нет данных","Нет данных",-,70,-,-,85,-,86,80,"Нет данных",90,85,73,-,-,-
"змінні фільтри для води",,170,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтр води для квартири",https://avrora.ua/poglinach-vologi/,140,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",71,69,59,62,-,-
"фільтр для проточної води",https://avrora.ua/filtri-dlya-vodi/,110,0,"Нет данных","Нет данных",-,-,-,62,-,39,33,44,"Нет данных",47,47,44,66,72,76
"побутові фільтри для очищення води",https://avrora.ua/tovari-dlya-avto/,110,0,"Нет данных","Нет данных",-,-,-,-,-,74,80,73,"Нет данных",71,89,61,65,-,72
"фільтри для проточної води",https://avrora.ua/filtri-dlya-vodi/,110,0,"Нет данных","Нет данных",-,-,54,54,-,39,34,36,"Нет данных",51,56,38,55,64,51
"фільтр для очистки води від заліза",,90,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри тонкої очистки води",,110,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"комплект фільтрів для води",,90,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"купити фільтри для питної води",,50,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"купити фільтр для очистки води",https://avrora.ua/instrumenti-ta-materiali-dlya-remontu/,70,0,"Нет данных","Нет данных",-,-,-,-,-,-,85,-,"Нет данных",-,-,90,83,-,-
"фільтр води для будинку",https://avrora.ua/supercina/,70,0,"Нет данных","Нет данных",-,60,-,-,70,66,-,66,"Нет данных",77,68,77,-,-,-
"побутовий фільтр для води",,70,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"побутові фільтри для води",https://avrora.ua/tovari-dlya-domu/,70,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,69,-,85,-
"фільтри до води",,70,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри проточної води",https://avrora.ua/filtri-dlya-vodi/,50,0,"Нет данных","Нет данных",-,-,-,-,62,74,70,73,"Нет данных",-,84,80,84,-,77
"картриджі для фільтрів",,70,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри на воду ціна",https://avrora.ua/filtri-dlya-vodi/,40,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,57,66,-,60
"фільтри питної води",,40,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри очищення води",,40,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"ціна фільтра для води",https://avrora.ua/filtri-dlya-vodi/,40,0,"Нет данных","Нет данных",-,-,-,-,-,-,80,75,"Нет данных",24,65,44,54,74,-
"купити фільтри води",https://avrora.ua/filtri-dlya-vodi/,30,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,56
"очисні фільтри для води",,30,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"проточні фільтри",,20,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"купити фільтр очистки води",https://avrora.ua/avtohimiya-ta-doglyad-za-avto-uk/,10,0,"Нет данных","Нет данных",-,-,-,-,76,79,79,-,"Нет данных",-,-,88,-,-,-
"очисні фільтри води",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"побутовий фільтр води",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"побутові водяні фільтри",https://avrora.ua/tovari-dlya-domu/,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,82,-,87
"побутові фільтри",https://avrora.ua/pobutova-himiya-ta-gospodarski-tovari/,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,63
"побутові фільтри води",https://avrora.ua/poglinach-vologi/,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,60,-,-
"побутові фільтри для очистки води",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"побутові фільтри очистки води",https://avrora.ua/avtohimiya-ta-doglyad-za-avto-uk/,10,0,"Нет данных","Нет данных",-,-,-,-,82,-,-,-,"Нет данных",-,-,-,-,-,-
"промивний фільтр води",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"проточні фільтри води",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"проточні фільтри під мийку",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри для пом якшення води ціна",https://avrora.ua/kapsuli-dlya-prannya-uk/,10,0,"Нет данных","Нет данных",-,-,-,55,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри очистки води від заліза",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри очищення води від заліза",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"фільтри очищення води ціна",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"ціна фільтра на воду",https://avrora.ua/filtri-dlya-vodi/,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,46,60,-,-
"комплекти картриджів для фільтрів",,10,0,"Нет данных","Нет данных",-,-,-,-,-,-,-,-,"Нет данных",-,-,-,-,-,-
"пробка для раковини",https://avrora.ua/probki-dlya-rakovini/,40,0,"Нет данных","Нет данных",8,9,5,5,3,4,3,3,"Нет данных",3,1,3,1,3,2
"таз пластиковий",https://avrora.ua/taz-plastikoviy-kvadratniy-aleana-ievro-kolir-miks-6-l/,10,0,"Нет данных","Нет данных",-,11,8,7,8,8,4,5,"Нет данных",8,12,11,7,7,5
"тазик пластмасовий",https://avrora.ua/taz-plastikoviy-krugliy-nezabudka-miks-15-l/,140,0,"Нет данных","Нет данных",20,19,14,15,16,15,-,8,"Нет данных",15,16,16,15,16,10
"тазік пластмасовий",https://avrora.ua/taz-plastikoviy-krugliy-nezabudka-miks-15-l/,140,0,"Нет данных","Нет данных",15,11,12,16,14,15,8,8,"Нет данных",16,15,12,13,13,7
"антивібраційні підставки під пральну машину",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,10,0,"Нет данных","Нет данных",-,5,6,5,5,5,4,2,"Нет данных",4,2,2,3,4,6
"антивібраційна підставка під пральну машину",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,10,0,"Нет данных","Нет данных",7,7,5,7,3,4,3,3,"Нет данных",3,2,2,3,4,21
"підставки для пральної машини",https://avrora.ua/pidstavki-antivibraciyni-dlya-pralnih-mashin-ce-vo-smart-bili-4-sht-up/,390,0,"Нет данных","Нет данных",6,6,4,4,4,4,3,3,"Нет данных",2,1,2,2,2,13
"антивібраційні підставки",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,320,0,"Нет данных","Нет данных",15,15,7,6,4,5,2,2,"Нет данных",2,2,2,2,3,6
"антивібраційні підставки для пральної машини",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,390,0,"Нет данных","Нет данных",6,6,7,4,4,4,2,2,"Нет данных",2,1,2,2,3,14
"підставка для пральної машини",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,390,0,"Нет данных","Нет данных",-,5,5,5,4,3,2,2,"Нет данных",2,2,1,1,2,18
"антивібраційні підставки під пральну машину відгуки",https://avrora.ua/nabir-pidstavok-antivibraciynih-dlya-pralnoi-mashini-4-sht./,320,0,"Нет данных","Нет данных",15,15,15,11,12,15,13,-,"Нет данных",13,14,10,9,11,16
"силіконові підставки під пральну машину",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,140,0,"Нет данных","Нет данных",7,7,6,4,5,4,3,3,"Нет данных",3,3,3,3,3,18
"купити антивібраційні підставки для пральної машини",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,90,0,"Нет данных","Нет данных",7,7,6,4,3,3,3,3,"Нет данных",3,3,3,3,3,17
"резинові підставки під пральну машину",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,90,0,"Нет данных","Нет данных",9,8,8,7,7,6,5,5,"Нет данных",4,2,2,2,3,16
"купить антивібраційні підставки для пральної машини",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,90,0,"Нет данных","Нет данных",7,6,6,4,4,4,3,3,"Нет данных",3,3,3,5,6,7
"купити підставки під пральну машину",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,70,0,"Нет данных","Нет данных",6,6,4,4,4,6,-,3,"Нет данных",5,2,3,3,3,7
"купити антивібраційні підставки під пральну машину",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,50,0,"Нет данных","Нет данных",6,6,4,4,3,4,3,3,"Нет данных",3,3,3,3,3,6
"гумові підставки під пральну машину",https://avrora.ua/nabir-pidstavok-antivibraciynih-dlya-pralnoi-mashini-4-shtuki/,50,0,"Нет данных","Нет данных",20,22,13,14,10,7,7,7,"Нет данных",5,3,3,2,2,11
"антивібраційні підставки для пральних машин",https://avrora.ua/pidstavki-antivibraciyni-dlya-pralnih-mashin-ce-vo-smart-bili-4-sht-up/,40,0,"Нет данных","Нет данных",18,18,14,9,9,9,6,8,"Нет данных",7,5,4,4,6,9
"антівібраційні підставки",https://avrora.ua/antivibracijni-pidstavki-pid-pralnu-mashinu/,30,0,"Нет данных","Нет данных",20,18,8,7,7,7,5,-,"Нет данных",5,2,2,5,3,8
"анти вібраційні підставки під стіральну машину",https://avrora.ua/pidstavki-antivibraciyni-dlya-pralnih-mashin-ce-vo-smart-bili-4-sht-up/,20,0,"Нет данных","Нет данных",-,20,9,8,8,8,7,-,"Нет данных",5,4,4,5,7,25
"підставки антивібраційні для пральної машини",https://avrora.ua/nabir-pidstavok-antivibraciynih-dlya-pralnoi-mashini-4-shtuki/,20,0,"Нет данных","Нет данных",-,14,7,7,6,6,5,5,"Нет данных",4,2,3,3,3,16
