Keyword,URL,2025-09-16,2025-09-23,2025-09-30,2025-10-07,2025-10-14,2025-10-21,2025-10-28,2025-11-03,2025-11-04,2025-11-11,2025-11-28,2026-01-06,2026-01-20,2026-02-13,2026-03-03
пакети для сміття 160 л,https://avrora.ua/paketi-dlya-smittya-optimal-chorni-160-l-10-shtuk/,Нет данных,Нет данных,7,9,8,6,7,5,5,5,3,3,28,21,4
пакети для сміття 240 л,https://avrora.ua/paketi-dlya-smittya-240-l/,Нет данных,Нет данных,6,7,5,4,7,5,5,2,1,1,13,15,10
мішки для сміття 240 л,https://avrora.ua/paketi-dlya-smittya-240-l/,Нет данных,Нет данных,7,8,6,5,8,5,4,3,2,1,42,16,63
пакети для сміття 35л,https://avrora.ua/paketi-dlya-smittya-35l/,Нет данных,Нет данных,5,8,8,7,4,5,4,4,4,3,6,3,9
пакети для сміття 35 л ціна,https://avrora.ua/paketi-dlya-smittya-35l/,Нет данных,Нет данных,5,10,11,7,8,6,4,6,4,7,5,5,9
мішки для сміття 35 л,https://avrora.ua/paketi-dlya-smittya-35l/,Нет данных,Нет данных,6,10,10,9,8,6,4,8,8,8,9,8,11
пакети для сміття 35 л 100 шт,https://avrora.ua/paketi-dlya-smittya-35l/,Нет данных,Нет данных,5,11,9,7,5,4,5,5,7,11,12,10,13
пакет для сміття 35л,https://avrora.ua/paketi-dlya-smittya-35l/,Нет данных,Нет данных,13,15,13,13,9,7,3,11,8,11,7,6,6
пакети для сміття 120 л ціна,https://avrora.ua/paketi-dlya-smittya-120-l/,Нет данных,Нет данных,4,3,3,3,3,3,3,3,2,2,9,7,5
пакети для сміття 120 л,https://avrora.ua/paketi-dlya-smittya-120-l/,Нет данных,Нет данных,3,1,1,2,3,3,3,2,2,1,17,8,10
мішки для сміття 120 л,https://avrora.ua/paketi-dlya-smittya-garna-gospodinya-120-l-20-sht/,Нет данных,Нет данных,5,4,3,4,4,3,3,3,2,3,18,42,48
пакет для сміття 120л,https://avrora.ua/paketi-dlya-smittya-120-l/,Нет данных,Нет данных,3,3,1,3,3,3,3,3,1,1,20,15,10
пакети для сміття фрекен бок,https://avrora.ua/paketi-dlya-smittya-freken-bok/,Нет данных,Нет данных,7,7,7,7,6,6,4,5,5,4,4,6,5
пакети для сміття,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,12
пакет для сміття,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,9
мішки для сміття,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,3,3,3,1,1,1,3,1,1,3,3,11
сміттєві пакети,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,51
біорозкладні пакети для сміття,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,52,58,42,52,37,45,35,45,48,21,21,25,52
великі мусорні пакети,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,15
великі пакети для сміття,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,12
кульки для сміття,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,4,1,1,1,1,1,1,1,1,2,3,3,14
купити мусорні пакети,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,12
купити пакети для сміття,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,1,1,1,1,1,1,3,1,3,3,3,20
еко пакети для сміття,https://avrora.ua/paketi-dlya-smittya-eko-logichno-sini-60l-20sht-rul./,Нет данных,Нет данных,11,13,12,11,28,-,27,11,8,8,36,8,72
біопакети для сміття,https://avrora.ua/paketi-dlya-smittya-60-l/,Нет данных,Нет данных,52,43,45,18,23,16,20,18,17,12,13,14,12
екологічні пакети для сміття,https://avrora.ua/paketi-dlya-smittya-60-l/,Нет данных,Нет данных,15,69,-,11,-,10,10,10,6,9,78,13,15
мусорні пакети ціна,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,3,3,3,3,1,1,1,1,1,1,1,1,8
мішки для сміття ціна,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,5,9,7,8,5,5,3,5,8,12,9,12,18
пакети для сміття ціна,https://avrora.ua/paketi-dlya-smittya/,Нет данных,Нет данных,1,3,1,3,1,1,1,1,1,2,2,4,13
пакети для льоду,https://avrora.ua/paketi-dlya-zamorozki-lodu-365-120-kub-pach./,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,3
пакет для льоду,https://avrora.ua/paketi-dlya-lodu-ta-zamorozki/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,10
пакети для заморозки льоду,https://avrora.ua/paketi-dlya-lodu-ta-zamorozki/,Нет данных,Нет данных,3,2,1,11,2,2,2,1,1,1,1,1,7
пакети для льоду фрекен бок,https://avrora.ua/paketi-dlya-zamorozhuvannya-lodu-fb-144-kub.-pach./,Нет данных,Нет данных,5,7,1,3,1,1,1,1,78,1,18,2,12
пакети для льоду купити,https://avrora.ua/paketi-dlya-lodu-ta-zamorozki/,Нет данных,Нет данных,1,1,1,1,1,1,1,1,1,1,1,1,8
пакети для заморозки продуктів,https://avrora.ua/paketi-dlya-lodu-ta-zamorozki/,Нет данных,Нет данных,1,4,1,1,1,1,1,1,1,1,1,1,12
пакети для продуктів харчування,https://avrora.ua/paketi-polietilenovi/,Нет данных,Нет данных,12,12,13,12,13,14,12,12,13,16,13,16,16
пакети для продуктів,https://avrora.ua/paketi-polietilenovi/,Нет данных,Нет данных,7,4,3,5,8,7,5,5,6,7,5,8,11
еко пакети для продуктів,https://avrora.ua/paketi-polietilenovi/,Нет данных,Нет данных,-,-,63,84,73,62,72,60,56,17,65,76,72
багаторазові пакети для продуктів,https://avrora.ua/paketi-polietilenovi/,Нет данных,Нет данных,16,13,-,12,32,10,10,10,9,19,34,22,35
пакети бутербродні,https://avrora.ua/paketi-buterbrodni/,Нет данных,Нет данных,2,2,2,2,2,2,2,2,1,1,1,1,1
пакети для заморожування продуктів,https://avrora.ua/paketi-dlya-lodu-ta-zamorozki/,Нет данных,Нет данных,3,3,2,19,2,39,37,38,2,2,3,3,11
паперові пакети для продуктів,https://avrora.ua/paketi-dlya-produktiv-paperovi-12h8h25-sm-15-sht-up./,Нет данных,Нет данных,9,9,11,8,10,9,9,5,5,1,1,3,18
пакети для харчових продуктів,https://avrora.ua/paketi-polietilenovi/,Нет данных,Нет данных,7,8,11,23,27,10,10,7,14,10,16,21,18
еко пакети для продуктів купити,https://avrora.ua/paketi-polietilenovi/,Нет данных,Нет данных,64,12,19,15,14,13,14,15,15,15,16,57,17
освіжувач повітря glade,https://avrora.ua/osvizhuvachi-povitrya-glade/,Нет данных,Нет данных,25,13,15,11,11,-,15,10,9,3,1,2,4
glade освіжувач,https://avrora.ua/osvizhuvachi-povitrya-glade/,Нет данных,Нет данных,-,11,11,12,9,11,10,12,11,3,3,2,4
освіжувач повітря глейд,https://avrora.ua/osvizhuvachi-povitrya-glade/,Нет данных,Нет данных,15,15,15,15,12,12,12,12,10,4,2,2,4
автоматичний освіжувач повітря glade,https://avrora.ua/osvizhuvachi-povitrya-glade/,Нет данных,Нет данных,37,38,40,35,31,31,31,34,30,26,28,26,22
освіжувач glade,https://avrora.ua/osvizhuvachi-povitrya-glade/,Нет данных,Нет данных,14,15,17,16,15,14,16,14,12,3,3,2,5
освіжувач повітря,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,3,4,4,3,3,2,2,3,2,4,3,3,3
купити освіжувач повітря,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,3,4,5,4,5,5,3,6,4,2,3,4,3
освіжувач повітря для кімнати,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,3,4,3,6,4,8,6,8,3,8,7,8,3
освіжувачі повітря,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,5,9,6,8,4,-,-,9,3,3,3,3,3
гелевий освіжувач повітря,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,5,4,7,8,5,7,7,8,9,11,11,5,5
кімнатний освіжувач повітря,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,8,4,4,8,7,5,4,6,6,4,3,3,2
електронний освіжувач повітря,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,3,13,11,12,14,11,11,10,11,12,11,13,12
освіжувач повітря з паличками,https://avrora.ua/aromati-dlya-domu/,Нет данных,Нет данных,7,7,8,8,7,7,6,6,9,9,9,10,5
освіжувач повітря для дому,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,3,4,3,5,4,3,4,4,9,11,3,3,5
освіжувач повітря купити,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,5,4,4,7,5,4,4,5,4,4,3,3,3
освіжувач повітря ціна,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,2,4,2,2,3,2,2,3,2,2,2,2,2
освіжувач повітря в кімнати,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,3,3,2,3,3,3,3,2,3,5,5,7,6
освіжувач повітря air wick,https://avrora.ua/air-wick-uk/,Нет данных,Нет данных,19,16,20,22,20,19,19,18,29,18,25,32,34
автоматичний освіжувач повітря air wick,https://avrora.ua/osvizhuvachi-povitrya-brendu-air-wick/,Нет данных,Нет данных,16,18,17,18,16,14,14,15,24,21,23,17,31
освіжувач аір вік,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,18,17,19,21,19,27,27,28,27,26,23,24,36
освіжувач повітря аір вік,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,19,21,20,19,26,25,26,30,24,27,25,33,44
електричний освіжувач повітря air wick,https://avrora.ua/osvizhuvachi-povitrya/,Нет данных,Нет данных,23,17,27,27,16,16,18,16,27,22,23,34,60
насадки для швабри,https://avrora.ua/nasadki-dlya-shvabri-uk/,Нет данных,Нет данных,2,2,2,1,2,1,1,2,2,2,2,2,4
моп для швабри,https://avrora.ua/nasadka-zminna-dlya-motuzkovoi-shvabri-mop-fino-tvist/,Нет данных,Нет данных,4,4,4,4,4,5,4,5,3,4,4,6,22
змінна насадка для швабри,https://avrora.ua/nasadka-zminna-dlya-shvabri-natiracha-365-40-sm/,Нет данных,Нет данных,2,1,1,1,1,1,1,2,4,3,3,1,11
насадка до швабри,https://avrora.ua/nasadki-dlya-shvabri-uk/,Нет данных,Нет данных,3,2,2,2,3,2,2,3,3,2,2,2,3
мітла для прибирання,https://avrora.ua/schitka-mitla-dlya-pribirannya-pilu-z-teleskopichnoyu-ruchkoyu/,Нет данных,Нет данных,8,8,8,8,7,6,6,8,8,9,12,9,9
мітли,https://avrora.ua/mitli-dlya-pribirannya/,Нет данных,Нет данных,-,-,-,-,24,80,64,62,58,11,42,11,49
щітки для миття вікон,https://avrora.ua/shitki-dlya-mittya-vikon/,Нет данных,Нет данных,5,4,5,4,5,6,7,4,3,5,4,10,5
магнітні щітки для миття вікон,https://avrora.ua/shitki-dlya-mittya-vikon/,Нет данных,Нет данных,13,15,14,-,14,13,13,13,15,15,15,23,22
купити щітку для миття вікон,https://avrora.ua/shitki-dlya-mittya-vikon/,Нет данных,Нет данных,5,7,5,5,5,6,5,4,4,3,3,8,5
магнітна щітка для миття склопакетів,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,21,24,26,23,22,24,23,23,27,27,28,26,40
магнітні щітки для миття склопакетів,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,48,60,55,52,29,51,50,26,50,46,48,37,56
двостороння щітка для миття вікон,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,11,10,11,11,9,11,11,10,12,14,15,11,13
телескопічна щітка для миття вікон,https://avrora.ua/shitki-dlya-mittya-vikon/,Нет данных,Нет данных,39,38,38,-,31,33,35,36,28,34,34,31,27
щітка для миття вікон на магнітах,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,8,8,8,8,10,12,11,9,10,11,11,10,14
щітка для миття вікон на магніті,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,7,10,9,8,7,8,10,11,8,10,13,11,11
щітка магнітна для миття вікон,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,9,11,10,11,10,11,13,11,14,12,13,19,31
щітка для миття вікон магнітна,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,10,11,13,-,10,11,11,10,11,14,13,16,30
щітка для миття вікон з двох сторін,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,7,6,7,5,6,6,6,5,7,6,8,12,10
магнітна щітка для миття вікон з двох сторін,https://avrora.ua/schitka-dlya-mittya-vikon-z-dvoh-storin-magnit/,Нет данных,Нет данных,6,6,6,6,5,6,6,6,6,7,11,6,12
магнітна щітка для миття вікон купити,https://avrora.ua/shitki-dlya-mittya-vikon/,Нет данных,Нет данных,9,10,9,-,8,9,9,9,11,10,11,17,42
щітка мити вікна,https://avrora.ua/shitki-dlya-mittya-vikon/,Нет данных,Нет данных,3,4,4,3,6,4,4,4,5,5,5,8,4
щітка для миття вікон купити,https://avrora.ua/shitki-dlya-mittya-vikon/,Нет данных,Нет данных,5,5,5,4,6,6,5,4,3,4,4,10,6
щітка для миття вікон ціна,https://avrora.ua/schitka-dlya-mittya-vikon-mala/,Нет данных,Нет данных,5,5,5,5,5,5,5,5,4,6,7,12,7
віник купити,https://avrora.ua/vinik-dlya-pribirannya-sorgo-lyuks/,Нет данных,Нет данных,13,15,14,13,14,12,12,13,10,8,10,6,43
купити віник,https://avrora.ua/vinik-dlya-pribirannya-sorgo-lyuks/,Нет данных,Нет данных,17,18,17,17,15,15,12,16,14,10,13,8,45
купити віники,https://avrora.ua/vinik-dlya-pribirannya-sorgo-lyuks/,Нет данных,Нет данных,-,34,63,75,82,23,21,38,18,56,45,20,-
віник для прибирання,https://avrora.ua/instrumenti-dlya-pribirannya/,Нет данных,Нет данных,15,16,19,17,16,16,15,13,16,14,13,13,51
віники,https://avrora.ua/vinik-dlya-pribirannya-sorgo-lyuks/,Нет данных,Нет данных,-,-,50,-,-,-,50,-,-,70,-,73,-
віник ціна,https://avrora.ua/vinik-dlya-pribirannya-sorgo-lyuks/,Нет данных,Нет данных,25,12,13,-,11,13,11,11,10,11,12,11,-
віники для прибирання,https://avrora.ua/vinik-dlya-pribirannya-sorgo-lyuks/,Нет данных,Нет данных,-,-,-,77,-,-,-,-,-,76,86,-,43
віник пластмасовий,https://avrora.ua/instrumenti-dlya-pribirannya/,Нет данных,Нет данных,46,-,-,84,73,68,68,59,57,67,83,79,-
віник щітка,https://avrora.ua/instrumenti-dlya-pribirannya/,Нет данных,Нет данных,22,32,35,37,47,35,33,35,33,24,32,37,19
віники ціна,https://avrora.ua/vinik-dlya-pribirannya-sorgo-lyuks/,Нет данных,Нет данных,-,-,-,85,90,80,82,57,81,-,-,-,-
купити віник звичайний,https://avrora.ua/nabori-dlya-pribirannya/,Нет данных,Нет данных,6,10,34,-,44,66,33,72,-,11,19,13,47
