Referring page title,Referring page URL,Language,Platform,Referring page HTTP code,Domain rating,UR,Domain traffic,Referring domains,Linked domains,External links,Page traffic,Keywords,Target URL,Left context,Anchor,Right context,Redirect Chain URLs,Redirect Chain status codes,Type,Is spam,Content,Nofollow,UGC,Sponsored,Rendered,Raw,Lost status,Drop reason,Discovered status,First seen,Last seen,Lost,Author,Page type,Page category
Від даних до інсайтів: як подолати синдром «кладовища даних» у CRM для прийняття стратегічних рішень,https://rvua.com.ua/vid-danykh-do-insaytiv-iak-podolaty-syndrom-kladovyshcha-danykh-u-crm-dlia-pryyniattia-stratehichnykh-rishen/,uk,wordpress,200,29,0,723,0,5,5,0,0,https://uspacy.ua/features/crm/,"інформація активно збирається, але не впливає на стратегічні рішення. Перетворити",CRM для продаж,"на активний інструмент для зростання бізнесу цілком реально, якщо підійти",,,text,false,true,false,false,false,false,true,,,pagefound,2025-09-08 02:29:21,2026-02-23 02:07:25,,,,
Advanced Customer Retention Strategies Every Beginner Should Try | Top Articles,https://toparticlesdirectory.com/advanced-customer-retention-strategies-every-beginner-should-try/,en,wordpress,200,51,0,0,28,3160,3772,0,0,https://uspacy.ua/,,uspacy,,,,text,true,true,false,false,false,false,true,,,pagefound,2024-12-31 13:13:48,2026-03-12 07:57:50,,,Article > How-to,Business > Business operations > Management
CRM vs CMS vs ERP: у чому різниця і що потрібно бізнесу - Новини Вінниці та інформація про місто,https://news.vinnica.ua/crm-vs-cms-vs-erp-u-chomu-riznytsya-i-shho-potribno-biznesu/,uk,wordpress,200,36,0,4041,0,3,3,0,0,https://uspacy.ua/features/crm/,"з покупцями, щоб жоден запит не губився в потоці повідомлень.",СРМ-системи,"дозволяють вести повну історію взаємодії, від першого «холодного» дзвінка до",,,text,false,true,false,false,false,false,true,,,linkfound,2026-03-06 04:45:22,2026-03-06 04:45:22,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=34&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-24 13:58:40,2026-03-11 11:48:36,,,,
Рідне | Сайти,https://www.ridne.design/.l10n-worker?e11146c2_page=58,uk,,200,3,0,179,0,19,23,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2026-01-19 12:13:20,2026-01-27 02:22:07,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=37&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-24 05:52:26,2026-03-11 09:35:44,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=58&e11146c2_page=1,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-27 09:08:24,2026-02-14 19:36:10,,,,
cricketlive.co.in | few of top websites | page no. 403,https://www.cricketlive.co.in/domain-list-403,en,,200,7,0,0,0,1047,2050,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2024-10-13 02:43:42,2026-03-04 01:09:31,,,Listing collection > Business,Sports > Team sports > Cricket
"Uspacy: Вартість, Відгуки, Рейтинг | Shelfy",https://shelfy.com.ua/programs/uspacy/,uk,wordpress,200,24,0,2327,0,8,8,0,1,https://uspacy.ua/,,Перейти на сайт,,,,text,false,false,true,false,false,false,true,,,pagefound,2024-07-11 10:22:40,2026-02-24 19:44:15,,Stephen Hawking,Article > Review,Business > Business services > Consulting; Internet > Web services > Development; Computers and electronics > Software > Business
Відмова від російських CRM — крок до безпечного бізнесу • Marketer,https://marketer.grissoft.com.ua/ua/refusal-of-russian-crms-is-a-step-towards-a-safe-business/,uk,wordpress,200,34,0,10,0,23,46,0,0,https://uspacy.ua/,", KeyCRM , Nethunt ,",Uspacy,", KeepinCRM , Creatio , а також інтегратори з",,,text,false,false,true,false,false,false,true,,,linkfound,2025-12-02 21:09:24,2025-12-02 21:09:24,,,Article > News,Business > Business operations > Management; Government > Legal > Business; Internet; Computers and electronics > Computer security
newdirectory.org | few of top websites | page no. 403,http://www.newdirectory.org/domain-list-403,en,,200,39,0,0,0,1059,2157,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-09-10 12:02:38,2026-02-20 01:25:57,,,Listing collection > Business,Internet > Web services > Analytics
phinin.com | few of top websites | page no. 387,https://www.phinin.com/domain-list-387,en,,200,9,0,0,0,1063,2132,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-07-08 14:04:58,2026-03-09 15:48:31,,,Listing collection > Business,Internet > Web services > Analytics; Reference
✅ Website Stats 📊,https://analyticshaven.top/stats/73722,en,,200,50,0,0,0,3662,4100,0,0,https://uspacy.ua/,navigate here,uspacy.ua,&nbsp,,,text,true,true,true,false,false,false,true,,,pagefound,2026-02-04 15:09:25,2026-02-04 15:09:25,,,Listing collection > Business,Internet > Web services > Analytics; Business; Reference
Фонд підтримки Google для стартапів в Україні обрав першу групу одержувачів грантів у 2024 році. Які стартапи отримають $100 000 та підтримку Google | dev.ua,https://dev.ua/news/100k-vid-google-for-startups-ukraine-support-fund-1718266798,uk,,200,66,0,11703,0,29,46,0,0,https://uspacy.ua/,,Uspacy,"— єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,true,false,false,false,false,true,,,pagefound,2024-06-15 00:51:56,2026-02-12 05:46:12,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=7&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-26 11:26:25,2026-02-14 19:40:03,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=64&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-22 23:49:14,2026-02-14 05:35:23,,,,
CRM для B2B vs B2C: ключові відмінності й особливості налаштування - Бізнес новини Миколаєва,https://www.0512.com.ua/list/542999,uk,,200,43,0,65313,0,8,8,0,0,https://uspacy.ua/features/crm/,під ці два полярні світи. А допоможе нам у цьому,CRM-система,Uspacy.,,,text,false,true,false,false,false,false,true,,,pagefound,2025-12-21 00:04:24,2026-01-24 07:43:27,,,,
Вебінар «Тепер усе ясно» | Використання Умовних дій | 12.06.2025,https://uspacy.eu/company/events/teperuseyasno/2025-06-12/,"uk, en",,200,41,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-06-12/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-08-08 14:47:05,2026-03-10 00:20:33,,,,
Рідне | Сайти,https://www.ridne.design/?92f52234_page=2&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-23 21:24:55,2026-02-19 20:18:52,,,,
Твой шанс получить больше: новая интеграция + специальное предложение от партнера,https://push.alphasms.net/news/alfasms/2025-10-28/tvij-shans-otrymaty-bilshe-nova-integratsija-spetsialna-propozytsija-vid-kommocrm/,ru,,200,32,0,14,0,11,24,0,0,https://auth.uspacy.ua/auth/create-new-space/,,Новые пользователи Uspacy,"получают 3 бесплатных месяца тарифа ""Профессиональный"" (до 50 пользователей).",https://email.email.alphasms.ua/c/eJwsjEFuhDAMAF-T3DayvXYIhxx64R8OMQUVWrQJrfr7aqu9jWakqVlQENVbxiGiCI4J_JprYqxxtlIKFBQqxgvjUhMtjECD3zIByRNhkJEhpLvKGOsyRmYaxByDHbrtQfdz1Xa0cKnf89r72dz9zdHkaNKrr-Fqp86_4dKXcDTND9Nut0_7uT2jOZr8I39Yb1tN0TG8_6_nr8N_Z_oLAAD__xvrOnI,302,text,false,true,false,false,false,false,true,,,linkfound,2025-12-17 18:29:46,2026-03-09 09:57:07,,,,
Рідне | Сайти,https://www.ridne.design/?6434c043_page=54&e11146c2_page=58,uk,,200,3,0,179,0,19,22,0,0,https://uspacy.ua/,,uspacy uspacy,,,,image,true,true,false,false,false,false,true,,,pagefound,2025-12-21 23:10:03,2026-02-21 22:08:07,,,,
Вебінар «Тепер усе ясно» | Презентація новинок Uspacy | 14.02.2025,https://uspacy.com/company/events/teperuseyasno/2025-02-14/,"uk, en",,200,28,0,2,0,9,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-02-14/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-12-02 04:55:46,2026-01-03 14:57:00,,,,
👲 Domain Report 👲,https://screenshots.wiki/report/73723,en,,200,49,0,0,0,3671,4106,0,0,https://uspacy.ua/,navigate here,uspacy.ua,&nbsp,,,text,true,true,true,false,false,false,true,,,linkfound,2026-03-03 06:06:21,2026-03-03 06:06:21,,,,
Година Pro: Штучний інтелект у продажах | 27.02.2025,https://uspacy.com/company/events/godynapro/2025-02-27/,"uk, en",,200,28,0,2,0,9,10,0,0,https://uspacy.ua/company/events/godynapro/2025-02-27/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-03-14 23:06:36,2026-01-27 11:58:31,,,,
Година Pro: Штучний інтелект у продажах | 27.02.2025,https://uspacy.com.br/company/events/godynapro/2025-02-27/,"uk, pt",,200,0,0,0,0,9,10,0,0,https://uspacy.ua/company/events/godynapro/2025-02-27/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-03-04 14:36:51,2026-02-22 02:34:58,,,,
Знайте своего клиента в лицо: Как «Умный фильтр» Uspacy помогает находить самые ценные контакты – Gelios,https://www.gelios.ua/ru/znaite-svogo-kliyenta-v-oblichchya-yak-rozumnii-filtr-uspacy-dopomagaye-znakhoditi-naicinnishi-kontakti/,ru,wordpress,200,20,0,18469,0,4,4,0,0,https://uspacy.ua/features/crm/,"организации ежедневных процессов, а его функциональность можно просмотреть по ссылке",https://uspacy.ua/features/crm/,. Сейчас мы сосредоточимся на одном из самых мощных инструментов,,,text,false,true,false,false,false,false,true,,,pagefound,2025-10-06 12:36:52,2026-03-10 02:56:42,,Потапенко Олександр,,
"Вебінар «Тепер усе ясно» | Uspacy для розробників: архітектура, API та інтеграції | 2.12.2025",https://uspacy.eu/company/events/teperuseyasno/2025-12-02/,"uk, en",,200,41,0,0,0,8,21,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-12-02,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-12-04 01:26:33,2026-03-09 23:59:03,,,,
Український SaaS-стартап Uspacy отримав майже пів мільйона євро інвестицій • Межа,https://mezha.ua/news/uspacy-new-investments-304038/,uk,,200,62,0,37676,1,17,24,0,0,https://uspacy.ua/,Uspacy — це,єдиний цифровий робочий простір,з сучасними онлайн-інструментами для управління ключовими процесами компанії з фокусуванням,,,text,false,true,false,false,false,true,true,,,pagefound,2025-10-22 17:12:54,2026-03-08 06:57:08,,Дмитро Джугалик,Article > News,Business > Business finance > Venture capital; Finance > Investing > Funds; Internet > Web services; Computers and electronics > Software > Business
"Реєстрація облікового запису Uspacy та створення нового Простору | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/6927174-%D1%80%D0%B5%D1%94%D1%81%D1%82%D1%80%D0%B0%D1%86%D1%96%D1%8F-%D0%BE%D0%B1%D0%BB%D1%96%D0%BA%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE-%D0%B7%D0%B0%D0%BF%D0%B8%D1%81%D1%83-uspacy-%D1%82%D0%B0-%D1%81%D1%82%D0%B2%D0%BE%D1%80%D0%B5%D0%BD%D0%BD%D1%8F-%D0%BD%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE-%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%BE%D1%80%D1%83,uk,,200,27,0,103,0,9,31,0,0,https://uspacy.ua/privacy-policy/,потрібно відмітити прапорець щодо згоди з Умовами надання послуг та,Політикою конфіденційності,.,,,text,false,false,true,false,false,false,true,,,pagefound,2025-01-19 21:25:13,2026-03-12 04:05:23,,,,
"Форми. Що це та як створити? | База знань Uspacy | Навчальні статті та практичні матеріали, що допоможуть в роботі з Uspacy",https://ua.uspacy.support/uk/articles/11027793-%D1%84%D0%BE%D1%80%D0%BC%D0%B8-%D1%89%D0%BE-%D1%86%D0%B5-%D1%82%D0%B0-%D1%8F%D0%BA-%D1%81%D1%82%D0%B2%D0%BE%D1%80%D0%B8%D1%82%D0%B8,uk,,200,27,0,103,0,7,65,0,1,https://uspacy.ua/prices/,використання лише накомерційних тарифах. Детальніше про можливості тарифних планів ➡️,на окремій сторінці,.,,,text,false,false,true,false,false,false,true,,,linkfound,2025-07-01 14:21:16,2026-03-11 07:32:32,,,,
alpana.co.in | few of top websites | page no. 403,https://www.alpana.co.in/domain-list-403,en,,200,9,0,0,0,1070,2053,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-06-02 22:56:03,2026-02-26 16:41:54,,,Listing collection > Business,Internet > Web services > Analytics
Вебінар «Тепер усе ясно» | Презентація новинок Uspacy | 28.08.2025,https://uspacy.eu/company/events/teperuseyasno/2025-08-28/,"uk, en",,200,41,0,0,0,8,20,0,0,https://uspacy.ua/company/events/teperuseyasno/2025-08-28/,,,,,,canonical,false,false,false,false,false,false,true,,,pagefound,2025-09-16 18:19:21,2026-03-10 00:31:16,,,,
SUPPORT FOR INITIATIVES,https://www.grant.org.ua/,en,,200,0,0,0,0,24,37,0,0,https://uspacy.ua/,,Uspacy,"- єдиний цифровий робочий простір для малого і середнього бізнесу,",,,text,false,false,false,false,false,false,true,,,pagefound,2025-01-18 08:58:29,2026-03-12 02:23:50,,,,
Головна Lviv Invest Forum 2023,https://investschool.com.ua/investforum_m2,uk,,200,13,0,0,0,6,6,0,0,https://uspacy.ua/,"онлайн-сервіс, єдиний робочий простір для організації щоденних процесів компанії -",ПЕРЕЙТИ,,,,text,false,true,false,false,false,false,true,,,pagefound,2025-02-25 18:01:13,2026-03-09 05:17:13,,,,
backlinks.cyou | few of top websites | page no. 387,https://www.backlinks.cyou/domain-list-387,en,,200,8,0,0,0,1052,2097,0,0,https://uspacy.ua/,,uspacy.com.ua,,http://uspacy.com.ua/,302,text,true,true,true,false,false,false,true,,,linkrestored,2025-09-29 13:30:45,2026-03-02 22:58:14,,,Listing collection > Business,Internet > Web services > SEO and marketing
